Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR17216099,RNA-Seq,300,19047546900,PRJNA788430,SAMN23971168,6093891078,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13396208,GSM5730524,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:47:00Z,1,GSM5730524,Kidney,SRP350516,Kidney
SRR17216100,RNA-Seq,300,25228989900,PRJNA788430,SAMN23971169,7944371725,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395929,GSM5730525,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:37:00Z,1,GSM5730525,Liver,SRP350516,Liver
SRR17216101,RNA-Seq,300,30583192200,PRJNA788430,SAMN23971170,9731011981,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395930,GSM5730526,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:08:00Z,1,GSM5730526,Heart,SRP350516,Heart
SRR17216102,RNA-Seq,300,25036149900,PRJNA788430,SAMN23971171,7934218303,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395931,GSM5730527,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:03:00Z,1,GSM5730527,Kidney,SRP350516,Kidney
SRR17216103,RNA-Seq,300,19404950400,PRJNA788430,SAMN23971172,6195195355,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395932,GSM5730528,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:42:00Z,1,GSM5730528,Liver,SRP350516,Liver
SRR17216104,RNA-Seq,300,20826085200,PRJNA788430,SAMN23971173,6585087255,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395933,GSM5730529,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:47:00Z,1,GSM5730529,Lung,SRP350516,Lung
SRR17216105,RNA-Seq,300,20518051500,PRJNA788430,SAMN23971174,6438468054,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395934,GSM5730530,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:12:00Z,1,GSM5730530,Heart,SRP350516,Heart
SRR17216106,RNA-Seq,300,26287849200,PRJNA788430,SAMN23971175,8244894579,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395935,GSM5730531,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:57:00Z,1,GSM5730531,Kidney,SRP350516,Kidney
SRR17216107,RNA-Seq,300,27835236300,PRJNA788430,SAMN23971177,8784826137,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395936,GSM5730532,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:12:00Z,1,GSM5730532,Liver,SRP350516,Liver
SRR17216108,RNA-Seq,300,22847087700,PRJNA788430,SAMN23971176,7255101084,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13395937,GSM5730533,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Neotoma cinerea,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:20:00Z,1,GSM5730533,Lung,SRP350516,Lung
SRR17216109,RNA-Seq,300,21553997100,PRJNA788430,SAMN23971178,6754557823,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395938,GSM5730534,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:53:00Z,1,GSM5730534,Brain,SRP350516,Brain
SRR17216110,RNA-Seq,300,22291906800,PRJNA788430,SAMN23971179,6957592462,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395939,GSM5730535,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:59:00Z,1,GSM5730535,Heart,SRP350516,Heart
SRR17216111,RNA-Seq,300,26871574800,PRJNA788430,SAMN23971180,8324477062,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395940,GSM5730536,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:43:00Z,1,GSM5730536,Kidney,SRP350516,Kidney
SRR17216112,RNA-Seq,300,19880631300,PRJNA788430,SAMN23971181,6291893814,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395941,GSM5730537,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:28:00Z,1,GSM5730537,Liver,SRP350516,Liver
SRR17216113,RNA-Seq,300,22062946500,PRJNA788430,SAMN23971182,7000875662,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX13395942,GSM5730538,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730538,Skin,SRP350516,Skin
SRR17216114,RNA-Seq,300,21999598500,PRJNA788430,SAMN23971183,6954352350,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395943,GSM5730539,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:36:00Z,1,GSM5730539,Brain,SRP350516,Brain
SRR17216115,RNA-Seq,300,22666040700,PRJNA788430,SAMN23971184,7139232772,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395944,GSM5730540,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:27:00Z,1,GSM5730540,Heart,SRP350516,Heart
SRR17216116,RNA-Seq,300,20199858600,PRJNA788430,SAMN23971185,6258729304,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395833,GSM5730541,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:06:00Z,1,GSM5730541,Kidney,SRP350516,Kidney
SRR17216117,RNA-Seq,300,21254007900,PRJNA788430,SAMN23971186,6631000774,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395834,GSM5730542,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:54:00Z,1,GSM5730542,Liver,SRP350516,Liver
SRR17216118,RNA-Seq,300,22996114200,PRJNA788430,SAMN23971187,7212506272,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395835,GSM5730543,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730543,Skin,SRP350516,Skin
SRR17216119,RNA-Seq,300,20921018400,PRJNA788430,SAMN23971145,6547226148,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX13395836,GSM5730544,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:57:00Z,1,GSM5730544,Brain,SRP350516,Brain
SRR17216120,RNA-Seq,300,24373209600,PRJNA788430,SAMN23971146,7600408776,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX13395837,GSM5730545,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:06:00Z,1,GSM5730545,Kidney,SRP350516,Kidney
SRR17216121,RNA-Seq,300,23974256400,PRJNA788430,SAMN23971147,7476757186,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395838,GSM5730546,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:17:00Z,1,GSM5730546,Liver,SRP350516,Liver
SRR17216122,RNA-Seq,300,27910821900,PRJNA788430,SAMN23971148,8854799840,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13395839,GSM5730547,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:40:00Z,1,GSM5730547,Lung,SRP350516,Lung
SRR17216123,RNA-Seq,300,20967752100,PRJNA788430,SAMN23971149,6562805753,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13395840,GSM5730548,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:53:00Z,1,GSM5730548,Brain,SRP350516,Brain
SRR17216124,RNA-Seq,300,22924257900,PRJNA788430,SAMN23971150,7102866231,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395841,GSM5730549,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:14:00Z,1,GSM5730549,Liver,SRP350516,Liver
SRR17216125,RNA-Seq,300,22193305200,PRJNA788430,SAMN23971151,6994550812,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13395842,GSM5730550,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730550,Lung,SRP350516,Lung
SRR17216126,RNA-Seq,300,23699391600,PRJNA788430,SAMN23971152,7444967252,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX13395843,GSM5730551,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Hydrochoerus hydrochaeris,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:23:00Z,1,GSM5730551,Skin,SRP350516,Skin
SRR17216127,RNA-Seq,300,22103838900,PRJNA788430,SAMN23971153,6991341584,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395844,GSM5730552,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:33:00Z,1,GSM5730552,Brain,SRP350516,Brain
SRR17216128,RNA-Seq,300,25128214200,PRJNA788430,SAMN23971154,7928814648,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395845,GSM5730553,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:01:00Z,1,GSM5730553,Heart,SRP350516,Heart
SRR17216129,RNA-Seq,300,23163289800,PRJNA788430,SAMN23971155,7375668394,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13395846,GSM5730554,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730554,Kidney,SRP350516,Kidney
SRR17216130,RNA-Seq,300,22716591600,PRJNA788430,SAMN23971156,7193167281,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13395847,GSM5730555,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:50:00Z,1,GSM5730555,Lung,SRP350516,Lung
SRR17216131,RNA-Seq,300,25278291000,PRJNA788430,SAMN23971157,7960702070,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395848,GSM5730556,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:15:00Z,1,GSM5730556,Brain,SRP350516,Brain
SRR17216132,RNA-Seq,300,23530021500,PRJNA788430,SAMN23970779,7405175134,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396089,GSM5730557,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:03:00Z,1,GSM5730557,Heart,SRP350516,Heart
SRR17216133,RNA-Seq,300,19709010900,PRJNA788430,SAMN23970780,6261608117,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396090,GSM5730558,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:35:00Z,1,GSM5730558,Kidney,SRP350516,Kidney
SRR17216134,RNA-Seq,300,21386524500,PRJNA788430,SAMN23970781,6716783042,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13396091,GSM5730559,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Cricetulus barabensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730559,Lung,SRP350516,Lung
SRR17216135,RNA-Seq,300,21240474000,PRJNA788430,SAMN23970648,6783629507,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395898,GSM5730766,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:49:00Z,1,GSM5730766,Lung,SRP350516,Lung
SRR17216136,RNA-Seq,300,23540375100,PRJNA788430,SAMN23970649,7557217569,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395899,GSM5730767,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730767,Skin,SRP350516,Skin
SRR17216137,RNA-Seq,300,19753197000,PRJNA788430,SAMN23970650,6252958982,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13395900,GSM5730768,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:44:00Z,1,GSM5730768,Heart,SRP350516,Heart
SRR17216138,RNA-Seq,300,19516915500,PRJNA788430,SAMN23970651,6282285888,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX13395901,GSM5730769,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:51:00Z,1,GSM5730769,Kidney,SRP350516,Kidney
SRR17216139,RNA-Seq,300,20355114600,PRJNA788430,SAMN23970653,6486578330,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13395902,GSM5730770,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:41:00Z,1,GSM5730770,Liver,SRP350516,Liver
SRR17216140,RNA-Seq,300,21720866700,PRJNA788430,SAMN23970654,6932231440,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13395903,GSM5730771,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:27:00Z,1,GSM5730771,Lung,SRP350516,Lung
SRR17216141,RNA-Seq,300,20541504000,PRJNA788430,SAMN23970655,6524914273,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13395904,GSM5730772,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:59:00Z,1,GSM5730772,Skin,SRP350516,Skin
SRR17216142,RNA-Seq,300,26273027100,PRJNA788430,SAMN23970657,8389771672,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395905,GSM5730773,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730773,Heart,SRP350516,Heart
SRR17216143,RNA-Seq,300,21096349200,PRJNA788430,SAMN23970658,6737388766,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395906,GSM5730774,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:16:00Z,1,GSM5730774,Kidney,SRP350516,Kidney
SRR17216144,RNA-Seq,300,21291674100,PRJNA788430,SAMN23970660,6765186327,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395907,GSM5730775,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:46:00Z,1,GSM5730775,Liver,SRP350516,Liver
SRR17216145,RNA-Seq,300,19335980700,PRJNA788430,SAMN23970661,6187355777,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13395908,GSM5730776,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:21:00Z,1,GSM5730776,Lung,SRP350516,Lung
SRR17216146,RNA-Seq,300,22923139500,PRJNA788430,SAMN23970662,7361807384,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395909,GSM5730777,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Ondatra zibethicus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:48:00Z,1,GSM5730777,Skin,SRP350516,Skin
SRR17216147,RNA-Seq,300,23659300200,PRJNA788430,SAMN23970663,7468349892,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX13395910,GSM5730778,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:41:00Z,1,GSM5730778,Heart,SRP350516,Heart
SRR17216148,RNA-Seq,300,24103689300,PRJNA788430,SAMN23970738,7612152546,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13395911,GSM5730779,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:00:00Z,1,GSM5730779,Kidney,SRP350516,Kidney
SRR17216149,RNA-Seq,300,25800854400,PRJNA788430,SAMN23970739,8219514111,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395912,GSM5730780,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:08:00Z,1,GSM5730780,Liver,SRP350516,Liver
SRR17216150,RNA-Seq,300,21062531700,PRJNA788430,SAMN23970740,6632748992,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396137,GSM5730781,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:42:00Z,1,GSM5730781,Lung,SRP350516,Lung
SRR17216151,RNA-Seq,300,20465679600,PRJNA788430,SAMN23970741,6480035654,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13396138,GSM5730782,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730782,Skin,SRP350516,Skin
SRR17216152,RNA-Seq,300,21493081800,PRJNA788430,SAMN23970742,6848831467,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396139,GSM5730783,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:54:00Z,1,GSM5730783,Heart,SRP350516,Heart
SRR17216153,RNA-Seq,300,21348907800,PRJNA788430,SAMN23970743,6809320102,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13396140,GSM5730784,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:52:00Z,1,GSM5730784,Kidney,SRP350516,Kidney
SRR17216154,RNA-Seq,300,22063501200,PRJNA788430,SAMN23970744,7001267280,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX13396141,GSM5730785,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:00:00Z,1,GSM5730785,Liver,SRP350516,Liver
SRR17216155,RNA-Seq,300,23895982800,PRJNA788430,SAMN23970745,7545177543,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396142,GSM5730786,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:05:00Z,1,GSM5730786,Lung,SRP350516,Lung
SRR17216156,RNA-Seq,300,25757031900,PRJNA788430,SAMN23970746,8203331632,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396143,GSM5730787,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Myocastor coypus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:58:00Z,1,GSM5730787,Skin,SRP350516,Skin
SRR17216157,RNA-Seq,300,22406108100,PRJNA788430,SAMN23970747,6987696480,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13396144,GSM5730788,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:02:00Z,1,GSM5730788,Liver,SRP350516,Liver
SRR17216158,RNA-Seq,300,25054151100,PRJNA788430,SAMN23970748,7979329015,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396145,GSM5730789,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:56:00Z,1,GSM5730789,Brain,SRP350516,Brain
SRR17216159,RNA-Seq,300,22858152300,PRJNA788430,SAMN23970749,7238869450,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396146,GSM5730790,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:41:00Z,1,GSM5730790,Heart,SRP350516,Heart
SRR17216160,RNA-Seq,300,30064081200,PRJNA788430,SAMN23970750,9498353528,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396147,GSM5730791,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730791,Heart,SRP350516,Heart
SRR17216161,RNA-Seq,300,24726571500,PRJNA788430,SAMN23970751,7813646242,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396148,GSM5730792,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:25:00Z,1,GSM5730792,Kidney,SRP350516,Kidney
SRR17216162,RNA-Seq,300,21054718200,PRJNA788430,SAMN23970757,6688975418,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13396149,GSM5730793,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Heterocephalus glaber,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:18:00Z,1,GSM5730793,Skin,SRP350516,Skin
